target	sms	sms_length	kfold
True	unless situation go gurl would appropriate	42	0
True	going goodno problembut still need little experience understand american customer voice	87	0
True	wake since checked stuff saw true available spaces pls call embassy send mail	77	0
False	updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double mins txt orange call	98	0
True	hit move	8	0
True	forget tell want need crave love sweet arabian steed mmmmmm yummy	65	0
True	whats oga left phone home saw messages hope good great weekend	62	0
True	company goodenvironment terrific food really nice	49	0
True	ok pa nothing problem	21	0
True	tall princess	13	0
True	hey babe friend cancel still visit	34	0
True	ding ya break fassyole blacko londn	35	0
False	join uks horniest dogging service sex sign follow instructions txt entry	72	0
True	please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody	125	0
True	anyone calls treadmill say youll buy make sure working found ad craigslist selling ltgt	87	0
True	pls send comprehensive mail paying much	39	0
True	know supports ass srt thnk think play usb	41	0
True	kkcongratulation	16	0
True	laugh really loud talk spontaneously care others feel probably dear amp best friends goodevening dear	101	0
True	possession especially first offense	35	0
True	alright ill head minutes text meet	34	0
True	hey rite put â» evey mnth	25	0
True	yar wanted scold yest late already got zhong se qing ask ask ill go w lor n still act real	90	0
True	xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently said intha ponnungale ipaditan	135	0
True	hiya paying money account thanks got pleasant surprise checked balance c get statements acc	91	0
True	good morning dear great amp successful day	42	0
False	dating service call	19	0
True	mean website yes	16	0
True	need get	8	0
True	wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal	83	0
True	turns stereo love mi phone unknown album	40	0
True	many company tell language	26	0
True	correct work today	18	0
True	place want da	13	0
True	ssi thinl role like sachinjust standing others hit	50	0
True	apart one told yesterday	24	0
True	nothing	7	0
True	pussy perfect	13	0
True	mums repent	11	0
True	hi baby sat bloody bus mo wont home wanna somethin later call later ortxt back jess xx	86	0
True	dude ive seeing lotta corvettes lately	38	0
True	sure whenever show fuck gt	26	0
True	sir waiting mail	16	0
True	please attend phone	19	0
True	yes ammaelife takes lot turns sit try hold steering	51	0
False	well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop â£	105	0
False	auction round highest bid â£ next maximum bid â£ bid send bids e g bid â£ good luck	83	0
True	girl stay bed girl doesnt need recovery time id rather pass fun cooped bed	74	0
True	itâ€˜s â£ get ok	16	0
True	hoping get away langport still town tonight	43	0
True	aiyah e rain like quite big leh drizzling least run home	56	0
True	today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz fault basically good	93	0
True	late	4	0
False	urgent mobile awarded â£ bonus caller prize attempt contact call	64	0
True	already one guy loving	22	0
True	yay cant wait party together	28	0
False	free messagethanks using auction subscription service skip auction txt unsubscribe txt stop customercare	104	0
True	haha awesome minute	19	0
True	ha donâ€˜t know either clever simple thing pears day perfect christmas	70	0
True	thats going ruin thesis	23	0
True	see half hour	13	0
True	dunno lets go learn pilates	27	0
True	right though cant give space want need really starting become issue going suggest setting definite move outif still greece maybe ready	134	0
True	awesome gonna soon later tonight	32	0
False	text banneduk see cost textoperator xxx	39	0
True	asked sen come chennai search job	33	0
True	shuhui say change suntec steamboat noe r	40	0
True	found enc ltgt	14	0
True	ugh long day exhausted want cuddle take nap	43	0
True	yup song bro creative neva test quality said check review online	64	0
True	thats significant worry	23	0
True	lol wont feel bad use money take steak dinner	45	0
False	hi lookin saucy daytime fun wiv busty married woman free next week chat sort time janinexx callsâ£	98	0
True	jokin oni lar ãœ busy wun disturb ã¼	36	0
True	hi elaine todays meeting confirmed	34	0
True	solihull want anything	22	0
True	want kfc tuesday buy meals gravy mark	37	0
False	natalie inviting friend reply see stop send stop frnd	53	0
True	dun cut short leh dun like ah failed shes quite sad	51	0
True	took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow	82	0
True	huh fast dat means havent finished painting	43	0
True	wanted say holy shit guys werent kidding bud	44	0
True	hey morning come ask pa	23	0
True	know friend already told	24	0
True	uncles atlanta wish guys great semester	39	0
True	oh yeahand hav great time newquaysend postcard look girls goneu know talkin boutxx	82	0
False	msg mobile content order resent previous attempt failed due network error queries customersqueriesnetvisionukcom	112	0
True	finally ready fyi	17	0
True	whats staff name taking class us	32	0
True	k addie amp art ill get home	28	0
False	urgent last weekends draw shows â£ cash spanish holiday call claim tc rstm	74	0
True	wearing	7	0
True	check rooms befor activities	28	0
False	sex mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabecouk pics â£	88	0
True	wen lovable bcums angry wid dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da	136	0
True	hey gorgeous man work mobile number good one babe squishy mwahs	63	0
True	customer place call	19	0
True	unbelievable faglord	20	0
True	like italian food	17	0
True	kkwhy cant come search job	26	0
True	hesitate know second time weakness like keep notebook eat day anything changed day sure nothing	95	0
True	shall bring us bottle wine keep us amused joking iâ€˜ll bring one anyway	72	0
True	hurry home big butt hang last caller food done starving ask cooked	66	0
False	secret admirer looking make contact ufind rreveal thinks specialcall	68	0
True	uncle timi help clearing cars	29	0
True	lmao wheres fish memory need	28	1
True	good morning princess	21	1
True	know dat feelin pete wuld get em nuther place nuther time mayb	62	1
False	cashbalance currently pounds maximize cashin send cash cc	57	0
True	course tease know simply must see grins keep posted prey loving smile devouring kiss	84	1
False	new tones week include ab sara jorgeshock smithswitch order follow instructions next message	92	0
True	would ip address test considering computer isnt minecraft server	64	1
True	sing hu think also important find someone female know place well preferably citizen also smart help navigate even things like choosing phone plan require guidance doubt ask especially girls	189	1
True	meet fren dun wan meet ah muz b guy rite	40	1
False	winner valued network customer hvae selected receive â£ reward collect call valid hours	87	0
False	hi ya babe x bout scammers getting smartthough regular vodafone respond get prem rate msgsubscription nos used also beware	122	0
True	missing toopray inshah allah	28	1
True	promise take good care princess run please send pics get chance ttyl	68	1
True	happy come noon	15	1
True	know ltgt ill around	20	1
True	sure neighbors didnt pick	25	1
True	mm entirely sure understood text hey ho weekend	47	1
True	get class bsn like ltgt minutes know advising	45	1
True	say slowly godi love amp need youclean heart bloodsend ten special people amp c miracle tomorrow itplspls	105	1
True	haha got fast lose weight thk muz go month den got effect geelater go aust put bk e weight	90	1
False	secret admirer reveal thinks r special call opt reply reveal stop per msg recd cust care	88	0
True	tell need investigate anywhere	30	1
True	baaaaabe misss youuuuu go teach class	37	1
True	ah poor babyhope urfeeling bettersn luv probthat overdose work hey go careful spk sn lots lovejen xxx	101	1
True	hav almost reached call unable connect	38	1
True	tell something thats okay	25	1
True	cool shall go see go tip anyway home got something drop later lets go town tonight maybe mum take us	100	1
True	r ã¼ going send	15	1
False	complimentary star ibiza holiday â£ cash needs urgent collection landline lose	78	0
True	carlos says hell mu ltgt minutes	32	1
True	sif one good partnership going take lead	40	1
True	wait know wesleys town bet hella drugs	38	1
True	lol drunkard hair moment yeah still tonight wats plan	53	1
True	getting tickets walsall tue th march mate getting sat ill pay treat want go txt bak terry	89	1
True	spoil bed well	14	1
True	hey babe far spunout spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon call bk frmcloud j x	109	1
True	home	4	1
True	kgive back thanks	17	1
False	please call customer service representative freephone guaranteed â£ cash â£ prize	81	0
True	happy saying	12	1
True	tick tick tick could die loneliness know pouts stomps feet need	63	1
True	able sleep	10	1
True	neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt ltgt	101	1
True	respond imma assume youre still asleep imma start calling n shit	64	1
True	alright new goal	16	1
True	lmao ok wont needing hair anymore	33	1
True	mom wants know	14	1
True	sir waiting call free please call	33	1
False	eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win â£ cash	86	0
False	free msg single find partner area real people waiting chat nowsend chat send stopcs £ per msg	93	0
True	ã¼ send copy da report	22	1
True	gonna ring weekend wot	22	1
True	nah perpetual dd	16	1
True	dude makin weirdy brownies sister made awesome cookies took pics	64	1
False	simpsons movie released july name band died start film agreen day bblue day cred day send b c	93	0
True	well must pain catch	20	1
True	got shitload diamonds though	28	1
False	sms services inclusive text credits pls goto login unsubscribe stop extra charge help	85	0
True	cab availablethey pick drop door steps	38	1
True	love cuddle want hold strong arms right	39	1
False	urgent mobile awarded â£ bonus caller prize final try contact call landline	75	0
True	eh remember spell name yes v naughty make v wet	47	1
True	take post come must texts happy reading one wiv hello caroline end favourite bless	82	1
True	needs stop going bed make fucking dealing	41	1
False	free entry â£ weekly comp send word enter tc cust care	54	0
True	xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish merry xmas	93	1
False	hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv info	86	0
True	oh kim watching	15	1
False	upgrdcentre orange customer may claim free camera phone upgrade loyalty call offer ends july tcs apply optout available	119	0
True	da happy sit together na	24	1
True	oh right ok ill make sure loads work day got really nasty cough today dry n shot really help	92	1
False	hi lucy hubby meetins day fri b alone hotel fancy cumin pls leave msg lucy x callsâ£	84	0
True	wat r	5	1
True	way office da	13	1
True	hi babe r likely bed sorry tonight really wanna see tomorrow call love xxx	74	1
True	eatin lor goin back work soon e mountain deer show huh watch liao nice	70	1
True	aight tomorrow around ltgt	26	1
True	fuck babe miss already know cant let send money towards net need want crave	75	1
True	sick needy want pouts stomps feet pouts stomps feet want slave want	67	1
False	prize go another customer tc polo ltd suite london please call back busy	72	0
True	haha better late ever way could swing	37	1
True	ill see prolly yeah	19	1
True	one interested may business plan	32	1
True	reason weve spoken year anyways great week best exam	52	1
True	cos want thing	14	1
True	wat r busy wif work	19	1
False	hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv info	86	1
True	oktake careumma	15	1
True	kdo evening daurgent	20	1
True	ay wana meet satã¼ wkg sat	26	1
True	thanks loving rock	18	1
True	asked call ok	13	1
True	dawhats plan	12	1
True	anything lor juz us lor	23	1
True	think spatula hands	19	1
True	love isnt decision feeling could decide love life would much simpler less magical	81	1
True	drive read need write	21	1
True	bought test yesterday something lets know exact day ovulatewhen get pls pls fret know r worried pls relax also anything past history need tell	142	1
True	nope still market	17	1
True	wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob	108	1
True	sorry able get see morning	26	1
True	finished lunch already wake already	35	1
True	got part nottingham hrs good thing love man much hey ho	55	1
False	valued customer pleased advise following recent review mob awarded â£ bonus prize call	86	1
True	done	4	1
True	well know mean texting	22	1
False	freemsg todays day ready horny live town love sex fun games netcollex ltd per msg reply stop end	96	1
True	many licks take get center tootsie pop	38	1
True	cool want go kappa meet outside mu	34	1
True	important prevent dehydration giving enough fluids	50	1
True	didnt see shadow get early spring yay	37	1
True	hm good morning headache anyone	31	1
True	home love still awake loving kiss	33	1
True	meeting work tel shall work tomorrow	36	1
True	yup ok	6	1
True	know wot people wear shirts jumpers hat belt know r cribbs	58	1
True	call finish come n pick	23	1
True	arun transfr amt	16	1
True	havent forgotten might couple bucks send tomorrow k love ya	59	1
True	reckon need town eightish walk carpark	38	1
True	studies alone without anyones help cant need study	50	1
True	always celebrate nys family	27	1
True	lol real told dad cancer	24	1
True	even cant close eyes vava playing umma	38	1
True	maybe could get book tomo return immediately something	54	1
False	tried contact reply offer mins textand new video phone call reply free delivery tomorrow	88	1
True	left dessert wan go suntec look	31	1
True	ugh hopefully asus ppl randomly reformat	40	1
True	type stuff sing	15	1
True	nice new shirts thing wear nudist themed mu	43	1
True	good evening sir al salam wahleykkumsharing happy newsby grace god got offer tayseertissco joinedhope fineinshah allahmeet sometimerakheshvisitor india	151	1
True	ned convince tht possible witot hurting feeling main	52	1
True	maybe woke fucking wouldnt problem	34	1
True	yeah ill leave maybe	20	1
True	babe need advice	16	1
True	said mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife	76	1
True	think disturbing da	19	1
True	go write msg put dictionary mode screen hand ltgt remove hand interesting	73	1
True	hows going got exciting karaoke type activities planned debating whether play football eve feeling lazy though	110	1
True	turn heater heater set ltgt degrees	35	1
True	shall fine avalarr hollalater	29	1
True	good morning dear great amp successful day	42	1
False	rgent attempt contact uu â£ call callcost mobilesvary maxâ£	59	1
True	dear reache room	16	1
True	ok	2	1
True	see knew giving break times woul lead always wanting miss curfew gonna gibe til one midnight movie gonna get til need come home need getsleep anything need b studdying ear training	180	1
True	know bring food	15	1
False	contacted dating service someone know find call land line	57	1
True	hope things went well doctors reminds still need c little thing left lounge	75	1
True	iâ€˜m parked next mini coming today think	41	1
True	want meet	9	1
True	today accept dayu accept brother sister lover lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy	123	1
True	dear call	9	1
False	bored housewives chat n date btnational rate landlines	54	1
True	yeshere tv always available work place	38	1
False	romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine	101	1
False	outbid shinco dvd plyr bid visit sms acsmsrewards end bid notifications reply end	81	1
True	gud drmstake care	17	1
True	alex says hes ok ok	19	1
True	shall buy one dear	18	1
True	come medical college forward da	31	1
True	uh heads much left	18	1
True	taste fish curry p	18	1
True	prabhaim sorydarealyfrm heart sory	34	1
True	sorry cant text amp drive coherently see twenty	47	1
True	dude sux snake got old raiden got buff	38	1
False	thesmszonecom lets send free anonymous masked messagesim sending message theredo see potential abuse	100	1
True	shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck	92	1
True	many dependents	15	1
True	attend driving lesson many times wk n day	41	1
True	remember ask alex pizza	23	1
True	let know details fri find cos tom fri mentionned chinese thanks	63	1
True	meet lunch la	13	1
True	seeking lady street freak sheets	32	1
True	ha ha ha good joke girls situation seekers	42	1
True	theres someone year ltgt toyota camry like mr olayiwolas mileage ltgt kits clean need know much sell raise dough soon landing sell holla back	141	1
True	fuck cedar key fuck come anyway tho	35	1
True	hi roger cl	11	1
True	today accept dayu accept brother sister lover lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy	123	1
True	good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea	98	1
True	c movie juz last minute decision mah juz watch lar tot ã¼ interested	68	1
True	gud mrng dear nice day	22	1
True	ok	2	1
True	read shame tell takes runs blame ever really ever long time	59	1
True	done handed know mega shop asda counts celebration thats	56	1
True	babe goes day miss already love loving kiss hope everything goes well	69	1
True	first time everything	21	1
True	beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night	102	1
True	long applebees fucking take	27	1
True	tomorrow onwards eve work	25	1
False	show colours euro offer get england flag tone phone click following service message info	88	1
True	changes da report big cos ive already made changes da previous report	69	1
True	ok ive sent da latest version da project	40	1
True	long beach lor expected dinner	30	1
False	free msg ringtonefrom widelivecomindex	38	1
False	sunshine hols claim med holiday send stamped self address envelope drinks us uk po box bray wicklow eire quiz starts saturday unsub stop	136	1
True	dare change ring	16	1
False	people dogging area call join like minded guys arrange theres evening aâ£ minapn	80	1
False	awarded city break could win â£ summer shopping spree every wk txt store skilgme â£	83	1
True	ohas usual vijay film different	31	1
True	great run ttyl	14	1
True	talk ever ok word	17	1
True	little difficult simple way enter place	39	1
True	hmm yeah grooved looking forward pound special	46	1
True	oh yeah clearly fault	21	1
True	chikku nt yet ya free	21	1
False	new club fink met yet b c please leave msg wiv area reply promised carlie x callsâ£	83	1
False	sparkling shopping breaks per person call visit	47	1
True	mostly sports typelyk footblcrckt	33	1
True	shes fine good hear dear happy new year oh	42	1
False	important customer service announcement call freephone	54	1
True	yeah probably swing roommate finishes girl	42	1
False	double mins txts free bluetooth orange available sony nokia motorola phones call	80	1
True	record one night	16	1
True	really really broke oh amount small even ltgt	45	1
True	apo mokka players	17	1
True	pls speak wont ask anything friendship	38	1
True	well give cos said didnâ€˜t one nighters persevered found one cheap apologise advance somewhere sleep isnt	106	1
False	cashbalance currently pounds maximize cashin send go cc	55	1
True	think girl propose today seing bloody funky shit fucking faceasssssholeeee	74	1
True	wait till end march el nino gets oh	35	1
True	come slave going shell unconsciously avoiding making unhappy	60	1
True	pls accept one day begging change number	40	1
True	loosu go hospital de let careless	33	1
False	urgent trying contact todays draw shows â£ prize guaranteed call land line claim valid	86	1
False	going bahamas callfreefone speak live operator claim either bahamas cruise ofâ£ cash opt txt x	94	1
True	havent mus ask wat meet lunch den n meet already lor wan go ask da ge confirm w asap	84	1
True	babes think got brolly left english wil bring luv franxx	56	1
True	yeah thats thinking	19	1
True	account number	14	1
False	someonone know trying contact via dating service find could call mobile landline	80	1
True	home please call	16	1
False	xmas prize draws trying contact todays draw shows â£ prize guaranteed call land line valid	90	1
True	haha yup hopefully lose kg mon hip hop go orchard weigh	55	1
False	poly tones mobs direct rply poly title eg poly titles crazyin sleepingwith finest ymca getzedcouk	97	1
True	get home	8	1
True	aathiwhere dear	15	1
True	living simple loving also simple laughing simple winning tooo simple simple difficult gud nte	93	1
True	love little pocy bell sorry love	32	1
True	yeah ill try scrounge something	31	1
True	funeral home audrey dad	23	1
True	aathiwhere dear	15	1
True	fair enough anything going	26	1
True	esplanade lor else	18	1
True	joys father john john joys father ans ths hav ltgt iq tis ias question try answer	81	1
True	still tonight	13	1
True	boo time get supposed take shopping today	41	1
True	ee msg na poortiyagi odalebeku hanumanji name ee name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra ltgt true neglet	199	1
True	ã¼ ãœ wan come come lor din c stripes skirt	43	1
True	kkwhat detail want transferacc enough	37	1
True	wasnt paying attention	22	1
True	several sir	11	1
False	hi babe jordan r home abroad lonely text back wanna chat xxsp visionsmscom text stop stopcost	93	1
True	one doesnt stalk profiles	25	1
True	yessura sun tvlol	17	1
True	good afternoon starshine hows boytoy crave yet ache fuck sips cappuccino miss babe teasing kiss	95	1
True	love aathilove lot	18	1
True	k fyi x ride early tomorrow morning hes crashing place tonight	62	1
True	get step outta way congrats	27	1
False	tone club subs expired resub reply monoc monos polyc polys weekly per week txt stop stop msg free stream	104	1
False	big brother alert computer selected cash voucher call ntt po box bt landline cost mobiles vary	94	1
True	haha get used driving usf man know lot stoners	46	1
True	lov line hurt truth mindi wil toleratbcs someone never comfort lie gud sweet dreams	83	1
True	hiding stranger	15	1
True	ill meet library	16	1
True	babe feel lets itboth try cheer upnot fit soo muchxxlove locaxx	63	1
True	hey going quit soon xuhui working till end month	48	1
False	free entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details	87	1
True	nah goin wrks j wot bout	24	1
True	love	4	1
True	nope drivin neva develop da photos lei	38	1
True	home doc gave pain meds says everything fine	44	1
True	msgs r time passthey silently say thinking right also making think least moment gd ntswt drms shesil	100	1
True	busy come point figure tomorrow	31	1
True	part checking iq	16	1
False	win â£ cash prize prize worth â£	32	1
True	hmmm thought said hours slave late punish	41	1
True	come life brought sun shiny warming heart putting constant smile face making feel loved cared	93	1
True	july	4	1
True	ive sent ã¼ part	16	1
True	stupid say challenge godyou think write instead respond immed	61	1
True	today song dedicated day song dedicate send valuable frnds first rply	69	1
True	havent left yet probably gonna til dinner	41	1
True	ssnervous ltgt	14	1
True	cps causing outages conserve energy	35	1
True	haha yeah see sec	17	1
True	shb b ok lor thanx	18	1
True	tell rob mack gf theater	24	1
True	daal r ltgt	11	1
True	coffee cake guess	17	1
True	r giving second chance rahul dengra	35	1
True	dnt worryuse ice pieces cloth packalso take tablets	51	1
True	bank say money	14	1
True	ltgt ish minutes minutes ago wtf	32	1
True	ok lor	6	1
False	win year supply cds store choice worth â£ enter â£ weekly draw txt music tscs	77	1
True	miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality wins	116	1
True	wa efficient gee thanx	22	1
True	want send something sell fast ltgt k easy money	47	1
True	celebrate bâ’day else	21	1
True	k ill drinkpa need srs model pls send mail id pa	48	1
True	lol would awesome payback	25	1
True	tension ahwhat machiany problem	31	1
True	keep payasam rinu brings	24	1
True	number sir	10	1
True	thts gods gift birds humans hav natural gift frm god	52	1
True	shes find sent offline message know anjolas	43	1
True	hahahause brain dear	20	1
True	one small prestige problem	26	1
True	yes please swimming	19	1
False	want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply	110	1
True	doctor leafdayno cancer fat milkdayno bone problms litres watrdayno diseases snd ths care	89	1
False	congratulations claim vip row tickets c blu concert november blu gift guaranteed call claim tscs costâ£	103	1
False	urgent mobile number awarded â£ prize guaranteed call land line claim valid	75	1
True	use hook	8	1
True	hmmm guess go kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao	89	1
True	wylie tampa sarasota	20	1
True	hungry buy smth home	20	1
True	nothin comes mind ãœ help buy hanger lor laptop heavy	53	1
False	private account statement shows unredeemed sim points call identifier code expires	82	1
False	nokia get win free auction take part send nokia	47	1
True	yup ok thanx	12	1
True	hey got mail	12	1
True	ive searching right words thank breather promise wont take help granted fulfil promise wonderful blessing times	111	1
True	ãœ v fan	8	1
True	thanks hope good day today	26	1
False	urgent trying contact last weekends draw shows â£ prize guaranteed call claim code valid	88	1
False	xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange call	92	1
True	hmm ok ill stay like hour cos eye really sore	45	1
True	send bec temple na	18	1
True	eyes philosophy	15	1
True	means get door	14	1
True	da vijay going talk jaya tv	27	1
False	want funk fone weekly new tone reply text original n best tones network operator rates apply	92	1
True	haha kidding papa needs drugs	29	1
True	thank generally date brothas	28	1
True	frens go lor alone wif mum n sis lor	36	1
True	dai da send resume id	21	1
True	ive got ltgt way could pick	27	1
True	yes baby need stretch open pussy	32	1
True	sore throat scratches talk	26	1
True	desires going doctor liver get bit stylish get hair managed thats	65	1
True	finished class	14	1
True	txting driving	14	1
True	lol know hey someone great inpersonation flea forums love	57	1
True	buy	3	1
False	mobile club choose top quality items mobile	43	1
True	buy one egg daplease	20	1
True	doc prescribed morphine cause pain meds arent enough waiting mom bring med kick fast gonna try later	100	1
True	omg could snow tonite	21	1
False	balance â£ next question complete landmark big bob b barry c ben text b c good luck	83	1
True	uncles atlanta wish guys great semester	39	1
False	want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call	102	1
True	oh ok didnt know meant yep baby jontin	38	1
True	know thing thats wrong everyso often panicks starts goin bout bein good enough â€¦	82	1
True	cos shopping wif darren jus n called ask wat present wan lor started guessing wif n finally guessed darren lor	110	1
True	talk atleast day otherwise miss best friend world shakespeare shesil ltgt	73	1
True	storming msg wen lift phne say hello knw wt real meaning hello name girl yes knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone name person bt girlfrnd g n g h	183	1
True	pick call something important tell hrishi	41	1
False	sim subscriber selected receive bonus get delivered door txt word ok claim exp	78	1
True	said gonna snow start around pm tonite predicting inch accumulation	67	1
False	nokia tone mob every week txt nok tone free get txtin tell friends reply hl	75	1
True	beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night	102	1
True	like made throw smoking friends car one time awesome	52	1
True	notice like looking shit mirror youre turning right freak	57	1
False	lord ringsreturn king store nowreply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts	108	1
True	true deari sat pray evening felt soso smsd time	47	1
True	awesome remember last time got somebody high first time diesel v	64	1
True	oh wow thats gay firmware update help	37	1
True	hey r watching movie tonight ill prob b home early	50	1
True	getting threats sales executive shifad raised complaint official message	72	1
True	omg know ate	12	1
True	yup shd haf ard pages add figures ãœ got many pages	51	1
False	urgent awarded complimentary trip eurodisinc trav â£ claim txt dis £	68	1
True	parents kidz friends n colleagues screaming surprise waiting sofa naked	71	1
True	ever easier	11	1
True	havent stuck orchard dads car going dinner leh r free tonight	61	1
False	mobile mths update latest orange cameravideo phones free save â£s free textsweekend calls text yes callback orno opt	116	1
True	ok lor msg call	15	1
True	dear call tmorrowpls accomodate	31	1
True	thnk wrong calling us	21	1
True		0	1
True	hello yeah ive got bath need hair ill come done yeah	52	1
True	friendship game play word say doesnt start march ends may tomorrow yesterday today e	84	1
True	oh send address	15	1
True	gonna go get tacos	18	1
False	time tried contact pound prize claim easy call per min btnationalrate	69	1
True	whos class	10	1
True	funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn teaches hw choose wife natural disasters happens	129	1
True	huh early ã¼ dinner outside izzit	33	1
True	turning phone moms telling everyone cancer sister wont stop calling hurts talk cant put see get home love	105	1
True	oh k got job whats	18	1
True	hi frnd best way avoid missunderstding wit beloved ones	55	1
True	wan early lei outside wun b home early neva mind	48	1
True	ok	2	1
True	sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo	83	1
True	need person give na	19	1
True	thanks lovely wisheds rock	26	1
True	gloucesterroad uup later	24	1
True	babe miiiiiiissssssssss need crave geeee sad without babe love	62	1
True	ok going sleep hope meet	24	1
True	need go get	11	1
True	aight ill ask roommates	23	1
True	sir thats trip bus last week another audition next wednesday think might drive time	83	1
False	recieve tone within next terms conditions please see channel teletext pg	72	1
True	sort code acc bank natwest reply confirm ive sent right person	62	1
True	great comedycant stop laughing da	33	1
True	little darlings far week need coffee run tomocant believe time week already â€¦	79	1
False	reply win â£ weekly professional sport tiger woods play send stop end service	77	1
False	congrats year special cinema pass call c suprman v etc free miss	64	1
True	cant pick phone right pls send message	38	1
True	sorry ill call later meeting thing related trade please call arul ltgt	70	1
True	go walmart ill stay	19	1
True	ok also wan watch e pm show	27	1
True	princess like make love ltgt times per night hope thats problem	63	1
True	people see msgs think iam addicted msging wrong bcoz know iam addicted sweet friends bslvyl	91	1
False	guaranteed â£ cash â£ prize claim yr prize call customer service representative cost	84	1
True	ok thats cool either raglan rd edward rd behind cricket ground gimme ring closeby see tuesday	93	1
True	k ill call close	16	1
True	test earlier appreciate call tomorrow	37	1
True	crazy ar hes married ãœ like gd looking guys frens like say hes korean leonas fave dun thk aft thinking mayb prob ill go	120	1
False	free entry â£ weekly comp send word enter tc	44	1
True	jokin lar depends phone father get lor	38	1
True	open rebtel firefox loads put plus sign user name place show two numbers lower number number pick number pin display okay	121	1
True	bugis juz wat walking home oredi ãœ late reply oso saw top dat like din buy r ã¼	80	1
True	well uv causes mutations sunscreen like essential thesedays	59	1
True	thought put back box	20	1
True	black shirt n blue jeans thk c ã¼	33	1
True	picked receipt something earlier	32	1
True	ahhh work vaguely remember feel like lol	40	1
True	hi babe thanks coming even though didnt go welli wanted bed hope see soon love kisses xxx	89	1
True	juz go google n search qet	26	1
True	didnt get hep b immunisation nigeria	36	1
True	old orchard near univ	21	1
True	say happen	10	1
True	place man	9	1
True	mine like fr china noisy	24	1
True	captain vijaykanth comedy captain tvhe drunken	46	1
True	hai ana tomarrow coming morning ltdecimalgt ill sathy go rto office reply came home	83	1
True	ive told everything stop let get dehydrated	43	1
False	free game get rayman golf free games arcade get games settings reply post save press key arcade termsapply	106	1
True	fighting world easy either win lose bt fightng close dificult lose lose win still lose	86	1
False	free week entry textpod chance win ipod â£ cash every wk txt vpod tscs custcare	79	1
True	spoons okay	11	1
True	know called	11	1
True	sorry sir call tomorrow senthilhsbc	35	1
True	aww must nearly deadwell jez iscoming todo workand whilltake forever	68	1
True	jane babes goin wrk feel ill lst nite foned already cover chuck	63	1
True	painful words thought happy toughest thing earth toughest acting happy unspoken pain inside	91	1
True	lecture	7	1
True	wanna gym harri	15	1
False	free entry wkly comp chance win latest nokia psp â£ cash every wktxt great http	79	1
True	k pick another youre done	25	1
False	loan purpose â£ â£ homeowners tenants welcome previously refused still help call free text back help	100	1
True	ok r meeting later	18	1
True	ill talk others probably come early tomorrow	44	1
True	oh yeah forgot take shopping	28	1
True	solve case man found murdered ltdecimalgt ltgt afternoon wife called police questioned everyone siri sleeping murder took place cooking picking vegetables went post office went play went marriage police arrested murderer immediately whos reply reason r brilliant	262	1
True	skallis wont play first two odi	31	1
True	reason team budget available last buy unsold players base rate	62	1
True	finished work yet something	27	1
True	always make things bigger	25	1
True	told dr appt next week thinks gonna die told check nothing worried didnt listen	79	1
True	r going ltgt bus	16	1
True	oh ok wait lect havent finish	29	1
True	goodmorning today late	22	1
